id,alt.atheism,comp.graphics,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,comp.sys.mac.hardware,comp.windows.x,misc.forsale,rec.autos,rec.motorcycles,rec.sport.baseball,rec.sport.hockey,sci.crypt,sci.electronics,sci.med,sci.space,soc.religion.christian,talk.politics.guns,talk.politics.mideast,talk.politics.misc,talk.religion.misc
dataset-full/test/sci.electronics/16133,0.017114063244668343,0.02233457913079491,0.032387478980439685,0.06749922636552157,0.12481451626785556,0.03734977697312414,0.0,0.03245964900478346,0.05512702211108342,0.0,0.04743745817537995,0.06308435493599039,0.21251516023569889,0.05061988052620958,0.05078257753783117,0.01972878998847233,0.03356121122856802,0.04196903258010803,0.03723100170625942,0.053984221007211154
dataset-full/test/talk.politics.guns/17849,0.025682120620363975,0.026801515826778234,0.02068849463275277,0.012537139553714167,0.03028630636560965,0.02801821542810367,0.02148043606613957,0.03897860161078027,0.038662347289987006,0.049886896957100704,0.07334502562427188,0.04095613705405582,0.08211874646010135,0.0,0.15909754553326508,0.0,0.31672736597152434,0.0,0.034733105005451445,0.0
dataset-full/test/talk.religion.misc/18743,0.044675646460282145,0.0,0.0,0.003414059670979053,0.020460366691057438,0.0,0.0,0.001064988903741561,0.03462508246779206,0.131220981658572,0.06987802497285316,0.0018041936923668459,0.030588643985440866,0.05747377197709935,0.023044432854006616,0.05824655188921528,0.1906187814447252,0.051922168699224315,0.0,0.28096230463264416
dataset-full/test/sci.electronics/16238,0.002502032269596653,0.07037963995812263,0.06708776777176861,0.09630517993394147,0.0990090530370015,0.08429103793756272,0.01939224023921613,0.057481333122625475,0.04468083516021069,0.03662974663242769,0.024019993903792062,0.026400828838822284,0.18753696932559483,0.06893800853395048,0.061626762050083383,0.039253425865421604,0.0,0.012502416740411474,0.0,0.0019627286794504065
dataset-full/test/sci.electronics/16168,0.02518669239904864,0.03564705724683804,0.009320836936383477,0.07056288052087652,0.04399453092733617,0.0021322375120362176,0.05335682875280811,0.05388710449438924,0.030206928109732325,0.0474427524836949,0.03705570537130442,0.023803385564384487,0.3351524154112011,0.026709149707617518,0.05229015235522054,0.023344139820158937,0.03969401879605985,0.03197557925297273,0.03509241580767765,0.023145188530259243
dataset-full/test/comp.os.ms-windows.misc/12124,0.016017642176730608,0.046227683238429726,0.45774435618216935,0.17962619172243513,0.05440540055959403,0.05929893462771171,0.0,0.03744909736671283,0.013519491270098136,0.0,0.003196701232538918,0.0387412538814835,0.015192262153827723,0.021056816761137635,0.010189332311857703,0.0,0.0031061374304068175,0.005654119272411696,0.0028883460364902275,0.035686233775964256
dataset-full/test/rec.motorcycles/14750,0.019942791411750784,0.030852990548241612,0.03842746428701793,0.015777790264694242,0.02439268675215802,0.0018857918910735161,0.0,0.10427421107407918,0.468946760799648,0.030718872992911542,0.03192805188173326,0.0,0.01901916228567389,0.05796464895082488,0.07322701659964437,0.0,0.0026117559316192456,0.02333348862685287,0.0077637731000625675,0.04893274260201398
dataset-full/test/comp.graphics/11872,0.0234112391492011,0.1615747963824465,0.1009416723321838,0.021575064569472783,0.06093236604204175,0.117748447600929,0.05023675306486049,0.008202432457519162,0.0,0.0,0.0,0.08268957631990685,0.046533506388961546,0.004211513271147289,0.0353040027128064,0.0908784474136975,0.059524462097234394,0.037750522975184414,0.06138996453219366,0.037095232690213295
dataset-full/test/rec.sport.hockey/15373,0.012234804645132222,0.0,0.0,0.0,0.0,0.0,0.0016256319215586373,0.05938261519072536,0.03275569810974277,0.19765208954162003,0.4500255660058855,0.0,0.0018301407001171221,0.0,0.03616393066050386,0.032026875419294124,0.06374197469635634,0.08221862135182029,0.030342051757243905,0.0
dataset-full/test/rec.motorcycles/14597,0.013150962643266635,0.0,0.0,0.032015757792124816,0.017848216597267503,0.0,0.0,0.09824514288849638,0.6236187238079985,0.0,0.0,0.024263694442692923,0.011900746618672417,0.0746690450919649,0.01601798135547514,0.031497228022926656,0.018365825849742265,0.0,0.015083099738336894,0.023323575151034812
