document_id,alt.atheism,comp.graphics,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,comp.sys.mac.hardware,comp.windows.x,misc.forsale,rec.autos,rec.motorcycles,rec.sport.baseball,rec.sport.hockey,sci.crypt,sci.electronics,sci.med,sci.space,soc.religion.christian,talk.politics.guns,talk.politics.mideast,talk.politics.misc,talk.religion.misc
18495,0.02569227023285626,0.0014004721874277158,0.001930373457161808,0.0019380362727417604,0.0029248067458452548,0.0012946811164684777,0.0008897062014730354,0.048200304716553455,0.03703645744556521,0.17559383585009106,0.005568457813256188,0.017170386366375016,0.009004213325042892,0.004506725760217396,0.012572185053560394,0.03666612424488511,0.2060983252629351,0.06821489977148983,0.26280565513339044,0.08049208304266368
14320,0.004087629730566852,0.05828972973815591,0.005459922557455578,0.045121327947793936,0.05147780887054105,0.02625939616027676,0.08629602045401855,0.32709115715899173,0.09944972351282323,0.05910245470312669,0.015495458486244998,0.027310597877783713,0.07138545159631517,0.02696624157137226,0.0340778290981369,0.010589870497823705,0.01460818173265914,0.005770109634668546,0.004935668718362359,0.026225419952882866
13500,0.012135401303748987,0.1268682569560019,0.031153519425607495,0.014852430505274518,0.049105135871684975,0.2872893072693651,0.04819579198088151,0.04197034542683319,0.036898996243865334,0.009682078767175476,0.0030659172099405203,0.0988758772627936,0.03417789151929062,0.03323093585015103,0.041194573107174996,0.009037057936744123,0.03207569531254131,0.06454002034367816,0.01627208759028568,0.009378680116961717
14234,0.009960044550919284,0.0072123845000385475,0.007523907330807974,0.007309320010060516,0.01432759484379436,0.0021563006026169627,0.0022710218694804445,0.5271070169655886,0.0442388420446403,0.04951688704516885,0.1255115754183358,0.016500326556125596,0.004596584505763376,0.0048923696163948715,0.03241186731484087,0.026493125273411286,0.06155118407129347,0.01665296531520764,0.02683716976309982,0.01292951240241147
17360,0.030210278317330308,0.02440201068696022,0.015365252232900231,0.026771977776763774,0.04265807453632211,0.07999501736430538,0.010035571656764766,0.01616941256865755,0.03952312193999851,0.025704438831391986,0.01888504865885554,0.025222764200669347,0.017625180851684283,0.03415920976948724,0.03826662664331017,0.40307855432943385,0.03309754390050554,0.06408066524796589,0.018592745296472955,0.036156505190220165
18235,0.03844432490617838,0.014797550446538176,0.033995486063740026,0.01634859021040131,0.021275226327696805,0.01989013117301894,0.012314403679521229,0.05306323781121055,0.03375671964549942,0.08583673057321195,0.005858042823818814,0.10686142693018097,0.031067106080786316,0.06354150741172145,0.025901530648989042,0.14696584538334,0.041001320201782085,0.13877801981914234,0.07326848629748166,0.03703431356574069
13117,0.005383315673629318,0.055944245719198774,0.0238193055907867,0.18244564660867643,0.260113052930546,0.04528204793897794,0.023671905591670494,0.08239217845934042,0.09103011119074932,0.02578917931976413,0.012651850729333815,0.01868314571324442,0.06781220509856094,0.007254945766945202,0.02708650995470054,0.008968321955331218,0.020008313260365018,0.006701046848873686,0.009833833456124786,0.025128838193180868
17237,0.04649227590345213,9.894835222603431e-05,7.884380330945387e-05,0.00011558055503264119,0.0001459283225398696,0.02017606190599677,2.1723063608230054e-05,0.0015986612972017766,0.0205191503492863,0.020328793915606023,0.00024242659881487473,0.013893468117971462,0.00013484388387258655,0.027693278382981093,0.0018163722459908541,0.5868435300447689,0.04792706353365788,0.022011938103916922,0.049336096490290735,0.14052501512947535
14993,0.02588425535290705,0.003188197544712208,0.005410996785307268,0.032943474934000475,0.006794300912564713,0.0041377411260729545,0.015038812451583488,0.019111055771049393,0.12607473756549697,0.4248291552996855,0.08508958787798504,0.01969070518540114,0.036558523110934014,0.03227435262022439,0.05786689556483491,0.011544971918651054,0.011144737067440498,0.010536249509654089,0.010573789897409891,0.06130745950408463
15157,0.04977552781610461,0.0163464247175962,0.07243425479960769,0.016477773935218442,0.005486356856153484,0.011785723376197509,0.09306964872205076,0.052969978041283235,0.039938149295271154,0.3267591751882205,0.13424747422646946,0.009517071504934417,0.04684009420103906,0.009472590433793329,0.009262145838236173,0.05800151198721921,0.007665235456377229,0.0043876606100922795,0.028315653373763038,0.007247549620372173
13158,0.009579043339036626,0.04459442193306528,0.04730627199649597,0.028211019457026938,0.4806491465759248,0.03798805814331593,0.07012372786293058,0.09391313995477765,0.015732121613682017,0.0265722229124056,0.018768101287220743,0.006981222971816525,0.02002335742822311,0.022911281746400357,0.019553550629994445,0.01929428323799069,0.008337937579267306,0.019565908390746182,0.004634125526885645,0.0052610574127938394
14423,0.03456644068959844,0.00930123274989275,0.0008046874189787155,0.0009891375878527061,0.006928269771555434,0.0031693239429934233,0.00026925955826276066,0.06301506988208563,0.6867527038923362,0.0013889062910863747,0.028705587426422277,0.019472885082612384,0.013983684139263576,0.012626335473891501,0.004742874772083212,0.06873553934143284,0.011755864346197506,0.011528530510977958,0.008019144068085597,0.01324452305439064
14445,0.0026147415727147804,0.01700549604784921,0.002661707705811785,0.012752489229243514,0.023728024579195574,0.011838263826328358,0.0006765104367858487,0.012177627084373123,0.79312123441827,0.021495260330609372,0.014137775048679014,0.0019642357947214336,0.010535500643764543,0.0012986829587264446,0.019510554510292277,0.001706712768853206,0.004387037201645853,0.03098728104592157,0.009258238507644553,0.008142626288569562
16703,0.025721220076210992,0.024050860134393195,0.002962365731822439,0.01240710930738679,0.03727662042817706,0.06407049502999462,0.0013792369758888925,0.038086325828314616,0.019270275354321315,0.006735285586790396,0.016637453441669732,0.050151224837536056,0.037855337696680036,0.42625874540323866,0.035983239149835304,0.056232669801360546,0.06466049243803633,0.013217989317186929,0.04738590801799271,0.01965714544316341
16116,0.015067084686575322,0.04323203332379163,0.08554399123113397,0.028645065288968877,0.058449429100017235,0.04218282669606686,0.02593601823027415,0.07703161988428218,0.07668335128861292,0.0260491933217575,0.03364917327957544,0.029250772992681043,0.1191439741129202,0.14892843630195868,0.02261381077053772,0.023713220528382907,0.04672948546881666,0.018328285720757807,0.06496339549245062,0.01385883228043828
11596,0.3028363360485829,0.00023458824441100463,0.0002346382419397726,0.003784220789125852,0.00027695575319722145,0.00021268399343956935,3.6763408721917985e-05,0.001020022146643906,0.00908202439598038,0.00045869365138354143,0.000420916091913438,0.00348442598051662,0.023593849367969585,0.02126769482829966,0.0005200556438836857,0.48407714436714044,0.008757278535395712,0.0018522134971855472,0.03037357263276673,0.10747592238150268
18590,0.013683243795434466,0.07954537990344385,0.016212678559387836,0.013597077198459918,0.26973181604502744,0.030532388647663083,0.02373806578030447,0.04573647239151182,0.031653122706866946,0.05660304203367941,0.07780715853427367,0.046333041146869286,0.047270418383721764,0.065988041284149,0.012966594436143801,0.03611160735818335,0.046984018830111184,0.013193425530589983,0.03967326071339805,0.0326391467207807
15272,0.05795263318655936,0.0006628265856494365,0.012441596390715329,0.0016900276374140792,0.03283258061306372,0.0006237933582485785,0.0003847307952162586,0.015302447149648188,0.028305701677108115,0.032244827508800526,0.7059004529275408,0.0029657390057330688,0.0032567739781212764,0.003233096941790987,0.003330328235669912,0.033955557310044036,0.027915302834112317,0.011316007673789513,0.014949080270137092,0.010736495920637584
14853,0.014957030954915653,0.011544796039575232,0.004447630624871633,0.02705297238362629,0.07121666957399031,0.02253002419647959,0.014751108371554446,0.04393362288126044,0.03616968576334083,0.4213761156256797,0.07538814381065852,0.009185530242411057,0.02408288455650109,0.05273011224717321,0.025407082130412238,0.06805135463308087,0.012319486032349558,0.033237688082627254,0.008973887847628146,0.022644174001863988
14914,0.007750577468134162,0.0009975948152035673,0.0011731671022698893,0.0012275101076144684,0.0024492205592460347,0.0008664990598985981,0.0005506906455263891,0.005295179058652605,0.011013531846830845,0.6522366948407092,0.05151710735234885,0.0046801792976239945,0.00258817411868256,0.009333176659926737,0.002419266296639006,0.02648090966574259,0.004469949550074194,0.006000551972415505,0.204784041859741,0.004165977722719684
11563,0.15297423612415828,0.003842893853301775,0.0030323240269806784,0.003619114632715191,0.049588220938402705,0.022545295463139707,0.0015450447526616769,0.024762140349365316,0.043572302773956476,0.014077452235378547,0.03103943763841582,0.012351992867301058,0.028488981973655996,0.04720699773191187,0.0825682454031394,0.2758517578985073,0.044133654606892114,0.06623895149575766,0.03644117541124637,0.056119779823112045
12204,0.0025555905916130714,0.5213604442352292,0.1322105220350995,0.01601294692929492,0.006009177393849534,0.15793079011018787,0.0017684113340774444,0.022970453642202526,0.0028697421141093225,0.0019542765857177378,0.0014464870669113957,0.025334937841687968,0.026941258747816325,0.005784521978032881,0.018463528725672005,0.007059240513846241,0.00683486168311007,0.005304958876065241,0.0220702686719273,0.01511758092354958
16492,0.028773699304949326,0.042615096363423255,0.03758740728169518,0.08489653220164589,0.05032603645058329,0.028194250605488812,0.007269383116255864,0.010159658515324596,0.005355266041331159,0.01264235792814679,0.004882743941321498,0.013393604150984442,0.05178103448849364,0.44608262752621364,0.06266076934244942,0.05116000147776555,0.014420052166737574,0.019223720492048856,0.011480440711239711,0.017095317893901733
14803,0.03411775198160751,0.04177488830880428,0.001585914847267691,0.0015788735232537285,0.0023905551106329285,0.0009973196780014167,0.0007101373510309966,0.028359362609036248,0.009365787927361795,0.5899549478624826,0.045037612171728504,0.035118466820106116,0.0421820044601138,0.023172518500161547,0.018380374336479526,0.027721009131992033,0.040983604981571824,0.023183560262510085,0.016184412756044108,0.017200897379813312
12696,0.0322035270545591,0.09686613640258744,0.04057131360691084,0.11971925406453694,0.034405158582148127,0.07525070504445847,0.07921956100987243,0.015834440305873033,0.06060281420478236,0.05778128570491753,0.013837012276946394,0.1152185113035524,0.050662005435388825,0.07969978153804826,0.05403612115084445,0.006376339686518234,0.01735544197441623,0.022742652953030837,0.008010093943018229,0.019607843757589914
12880,0.002884069284127588,0.002197974439073641,0.003164260500916499,0.20148360157854314,0.1962607218940034,0.023713845956183862,0.011925430699554972,0.05722324193854184,0.14345499625838576,0.00611609186670187,0.035642935133686,0.038272177027604985,0.11233805057278128,0.03225580184217178,0.07470471113856263,0.026815900782679845,0.015043826637255947,0.006998894075229294,0.008115101101921832,0.0013883672720739683
