id,alt.atheism,comp.graphics,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,comp.sys.mac.hardware,comp.windows.x,misc.forsale,rec.autos,rec.motorcycles,rec.sport.baseball,rec.sport.hockey,sci.crypt,sci.electronics,sci.med,sci.space,soc.religion.christian,talk.politics.guns,talk.politics.mideast,talk.politics.misc,talk.religion.misc
dataset-full/test/talk.politics.guns/17865,3.881945273382878e-12,1.0705716636944765e-11,1.2559036891272336e-11,1.1214168535184793e-11,3.7682461756382836e-11,6.015403558303602e-13,1.8281146923550362e-11,2.0065994257710013e-11,1.0084896789968673e-10,4.2140078679969285e-11,7.654703705963804e-11,2.58877075553708e-12,5.264528956233557e-12,6.556131359943609e-12,1.412367745571281e-11,1.362469376006732e-10,0.9999968911391769,1.3312341951597942e-11,3.1063807745470104e-06,1.967424641466305e-09
dataset-full/test/sci.crypt/15654,9.341176282508521e-11,5.779287228219876e-10,3.2924681906423836e-10,1.1464466060372415e-09,9.97101291954765e-09,1.2612014348656585e-10,1.1020042528456875e-12,1.5630406314954466e-11,6.288283645569945e-11,2.596104959613294e-12,7.864266267776389e-13,0.9999999855696587,1.3128456946105076e-09,2.5162566944634044e-10,1.1403768864384594e-10,8.65135421103715e-11,1.8157648867047436e-11,5.300568839740668e-13,2.4969964558140907e-10,6.975988456072674e-11
dataset-full/test/talk.politics.mideast/18110,4.532027325160432e-06,1.75781425490293e-12,3.7023014861827374e-14,3.829835173759175e-13,1.0176562793315454e-11,1.992242732508634e-12,2.0805431875192695e-14,1.3137273285341442e-10,5.843180884630419e-13,6.05797608378582e-12,2.0913052096161022e-11,8.092197354238422e-05,1.9682276422823407e-13,6.882947567482348e-10,3.23994680878005e-08,6.225204183564192e-06,0.00044930019704654295,0.9267764526129332,0.07267942470740704,3.1100163192763033e-06
dataset-full/test/comp.os.ms-windows.misc/12176,5.939549530801692e-08,0.024363365805567035,0.971339208914969,0.0013657627914918317,0.0005462804734380202,0.002138611611068634,6.710667099491825e-06,1.3054852573476467e-07,9.020483887703638e-08,8.15237646856027e-10,1.879756247314559e-09,0.00010600394895924543,2.5001526960229933e-06,1.1436463484205661e-05,0.000114453782192824,2.265605793657616e-07,1.6319448366366907e-06,5.3340850817569855e-09,3.3091293804009224e-06,2.0957629249425905e-07
dataset-full/test/rec.autos/14053,1.0976595521784009e-16,9.308857651016777e-16,3.324123236853634e-18,9.318904302088954e-18,7.876388336684944e-18,5.1916882806606e-19,7.578477473679724e-17,0.9999999999999432,1.007913272197902e-14,2.6936551533056788e-15,4.753281420128268e-16,1.431148236345234e-15,3.1200323250579714e-16,8.567531841288883e-17,2.6439735803983744e-15,9.576587280939957e-18,3.4500552816893667e-16,9.736034750896011e-18,3.298612266591776e-14,7.61397282479162e-16
dataset-full/test/comp.graphics/11650,2.0097264941541186e-10,0.9999866368578417,1.771722169322657e-08,1.176802236196453e-08,3.6586074243768547e-09,1.3316657881653355e-05,2.1501542839661356e-10,2.838762783630332e-10,1.5902778253062682e-10,2.3648623250816992e-11,3.3295247296691385e-11,6.371067598554859e-10,4.06517456993996e-09,1.5325375058217242e-10,6.7003608671309226e-09,1.4714377473307172e-10,2.3100874887563183e-10,1.9456136245092613e-11,1.8855857963418e-10,2.825265624299039e-10
dataset-full/test/alt.atheism/11543,0.9999999999905924,1.9539506068839694e-17,8.174511964160429e-15,9.359193101899111e-17,1.8267967560012872e-17,1.0771512413660925e-17,1.8437465211674254e-18,4.014518320740329e-17,6.402259220068786e-18,1.605545251481884e-16,2.9462990020759626e-17,2.240460023968773e-16,4.311035492142412e-18,4.0212585723661093e-16,4.268707593532265e-17,8.11585581679687e-13,1.2879602753329028e-14,4.453813705986022e-16,2.4698317886741244e-14,8.545030940121478e-12
dataset-full/test/sci.crypt/15845,8.927043543420065e-09,1.778550770850349e-10,5.153918641379953e-13,4.3427795176198355e-11,5.386534662573109e-10,3.920289804823495e-12,5.598830466093303e-13,9.177577177037964e-12,1.735467785601043e-11,3.468038583677761e-12,1.2041594746501806e-12,0.9999999770008972,3.412730769083359e-10,1.1920931038910873e-09,2.884268083302391e-09,1.979626877272689e-09,5.238861295359989e-10,2.0059992910687134e-10,5.829777231667495e-09,3.243960646360998e-10
dataset-full/test/comp.windows.x/13416,5.253679679354186e-16,1.2322216070907963e-12,2.462709401768205e-09,3.8613458211160024e-12,5.455023915597043e-13,0.999999997531603,9.766031367110262e-15,1.329831130756086e-16,1.9412696500986378e-16,1.5077565948821096e-19,5.654911943299098e-19,2.3384888003490385e-14,3.3361220714971584e-16,4.488787631559876e-15,1.3716078362038664e-15,1.1210853785724508e-16,4.084809060130608e-17,6.5628075118825344e-18,2.1109638962432593e-16,7.146571691854553e-17
dataset-full/test/rec.sport.baseball/15003,2.8733338830842853e-05,0.00015904240038255496,0.00010312183682610622,0.00018903717080645096,0.000121383639740656,1.240565992677732e-05,0.00016472298345774025,9.292316944652363e-05,7.621087075880485e-05,0.9977822336021608,0.0005565411247647699,4.373118700866192e-05,0.000123357333866298,0.00012437621630802728,9.172690589917936e-05,5.980636557797691e-05,0.0001269066164688851,1.2637220325058393e-05,6.802612844390906e-05,6.30762289997388e-05
