id,alt.atheism,comp.graphics,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,comp.sys.mac.hardware,comp.windows.x,misc.forsale,rec.autos,rec.motorcycles,rec.sport.baseball,rec.sport.hockey,sci.crypt,sci.electronics,sci.med,sci.space,soc.religion.christian,talk.politics.guns,talk.politics.mideast,talk.politics.misc,talk.religion.misc
dataset-full/test/sci.electronics/16235,0.014276339861743887,0.050548649475376455,0.03998991899368813,0.1456732434972035,0.14719590618862888,0.03676202603677733,0.04873113121744083,0.04491721614363268,0.04422213484309065,0.02370684744156229,0.019770742701332906,0.03449509162004131,0.1816228598907517,0.020335201931679852,0.04452775072799793,0.0308236234775061,0.025137368586251093,0.017076619460498817,0.022303245760618165,0.007884082144178456
dataset-full/test/sci.electronics/16237,0.020063314893277912,0.044945713686504386,0.07262875429106394,0.0679272114171122,0.053173985458606896,0.07902604315242281,0.04222148060462964,0.03208668833263099,0.02874363096831615,0.019527279203075787,0.02065371688873431,0.13645185540742724,0.1175783826608012,0.036724730487323325,0.06443775644591183,0.047463217175788844,0.06431349243601397,0.01903141979612502,0.024004770510980683,0.008996556183256094
dataset-full/test/sci.electronics/16347,0.013353589360395891,0.02171636344883151,0.02348426129781457,0.03230258745250214,0.03620921171926734,0.02254292984385268,0.0082729628444916,0.055241068911327386,0.02509814978582087,0.00983057519307079,0.008327669444723138,0.04436655679079677,0.5175070108238076,0.044744517058793336,0.033671261631819126,0.03848499272403915,0.03271205797963249,0.01071340228443838,0.017775573837730072,0.0036452575668487275
dataset-full/test/talk.religion.misc/18656,0.15274246858483534,0.002447496078787756,0.003291484032952502,0.0036299945546534444,0.0035904531720631827,0.003185778932617986,0.0008599745522399347,0.006138292599022475,0.0044659514584398765,0.004646344441960216,0.0038379988402433623,0.00927247637655402,0.00393067831068589,0.006420312665343808,0.007046670054601361,0.509014342996338,0.009768147390638762,0.01213505225082541,0.006184278427586092,0.24739180427961388
dataset-full/test/sci.crypt/15592,0.017019471771083348,0.026326751143964957,0.02656897370555015,0.013796306890759518,0.01524489184911959,0.021821201323758938,0.0083156074230986,0.04921304133700987,0.04364953619159812,0.01043872296027728,0.009504626472008946,0.297278994141907,0.02239164618044583,0.031307142269659465,0.03134312968559822,0.028582853533388745,0.24068520786257555,0.04283193390374946,0.05688557828121793,0.0067943830732267564
dataset-full/test/sci.electronics/16027,0.025994497341228627,0.04820497498720005,0.05219438967516438,0.09899798365281855,0.08389050323556843,0.03844410128576686,0.06201159898827343,0.04038682643341818,0.028876674432873332,0.020302927442255935,0.022188109886969898,0.08140418901556648,0.13698740961113828,0.044752218719855213,0.052132414708009944,0.04032428711231709,0.045687724755567316,0.024662241828405446,0.03387057320010814,0.018686353687495796
dataset-full/test/comp.windows.x/13395,0.005960200474225938,0.03073740757034928,0.043008498345029206,0.016350650623459726,0.008350150909210905,0.7992148049650026,0.002451766620006795,0.008714158037898932,0.005965642519743478,0.002179864169388215,0.0025714631189261796,0.01625402060201292,0.014283869743146204,0.008128497435812834,0.008068832425320508,0.01209130240321666,0.005786087763813523,0.0038195092869109533,0.004550776574835505,0.0015124964116862848
dataset-full/test/comp.graphics/11735,0.007891075249548057,0.5019908516484782,0.06352261911231592,0.0435037591174654,0.046813587614049315,0.06970898945505859,0.03874253200671879,0.018412193746383417,0.04511935460780171,0.011412951070735727,0.010284584518466155,0.020610337353428203,0.044000714683651784,0.017059026376706123,0.019528058903378456,0.011747776879962589,0.013665223796047184,0.006323732390846394,0.006052131686638325,0.0036104997823191783
dataset-full/test/talk.politics.misc/18402,0.047456471002544694,0.007977485211071693,0.00592828887861196,0.0072784732520026285,0.00785692649576125,0.00633728851211703,0.0018418614380051172,0.025113217674077495,0.014060591591040974,0.008903816870527976,0.0077349255149353,0.10780198116031348,0.012093339373930284,0.03780034255585057,0.034277135630851864,0.11943672443821003,0.3664177459853276,0.04031768036358039,0.13275300491884,0.008612699132403189
dataset-full/test/talk.politics.guns/17842,0.022455518521295327,0.007358914119641905,0.009702845379406183,0.013044493245680099,0.011899917499843739,0.006443240744014623,0.003657806246502024,0.055126674224209825,0.03305824386212533,0.011691375708307295,0.021247000349856028,0.0966610113841007,0.014566346110678233,0.02782793340887777,0.028762714166127464,0.03831068498675805,0.5342978150550147,0.019122066464919554,0.037803242053399334,0.006962156469244992
dataset-full/test/sci.crypt/15845,0.020269688878657273,0.012414250630252645,0.010845280644935517,0.01214962515634091,0.011752649618803934,0.00983530111405324,0.005472863278878474,0.01577480828620734,0.0168972932733989,0.010167707350507928,0.007879404594817344,0.7044485596459062,0.020411685289932705,0.018114525975451618,0.02404162034354575,0.04059673894562288,0.019250154264524432,0.01722763102975116,0.015679079514891323,0.006771132163518817
dataset-full/test/comp.windows.x/13202,0.008823211636948039,0.10878287936316056,0.17773212438198252,0.3121727544305746,0.09874763187327269,0.055468840516610086,0.013370557153792364,0.021773276817628386,0.03078280863582035,0.008938735703498272,0.0077328446670431,0.026094718085559947,0.04659774950386366,0.0169344849932816,0.025474144391443625,0.01520109700619043,0.011841938041351193,0.004993708699091703,0.006124744998405081,0.0024117491004867365
dataset-full/test/comp.windows.x/13467,0.02856926494428857,0.08596685335902118,0.1099996179376598,0.05934284753689062,0.04138574008829648,0.1316500236112746,0.017041620462053878,0.035032659006854566,0.027810531582164042,0.01833401674592047,0.02332279889130219,0.07684875604290076,0.05121973108408266,0.041100644370970656,0.043501910025137286,0.056757933492157575,0.04372715392914949,0.07485354637268998,0.023197934238235882,0.010336416278946253
dataset-full/test/sci.space/16784,0.05114197386257454,0.027146893649383413,0.014787910611033241,0.026357378651923637,0.02946754510525503,0.023962396444240662,0.00607001399953132,0.04111829732680883,0.025075845491861103,0.01913428508180303,0.01672063830069289,0.05765727897891651,0.033510089333502684,0.08451551021361817,0.2680550904905395,0.15720869194207807,0.048465821378577,0.029291179565536965,0.023856492110536406,0.016456667461585153
dataset-full/test/comp.sys.mac.hardware/12895,0.009292071704048761,0.02708437860762857,0.02714736392654261,0.060416751784679736,0.6510981649734546,0.018315721612567,0.019366709409574523,0.01712174614983583,0.016296194601833767,0.01568988754020873,0.012179215244903981,0.016653109919834104,0.030028625012365532,0.014737915847056091,0.014438233954109153,0.01339574892715748,0.011853768621832784,0.010233096390050461,0.009384608280093906,0.005266687492223525
dataset-full/test/comp.os.ms-windows.misc/12322,0.0457463521707254,0.03456926410314418,0.10614244142772089,0.034654813036637255,0.03684676037129159,0.029027455582163207,0.016328019472149985,0.05774343847431415,0.038358459127661775,0.03427132611202197,0.020284624977167726,0.08315855422466223,0.04615620798973135,0.052223703542515966,0.04007671975637462,0.11667254150807758,0.0822096935581215,0.05185403891852562,0.05946300022382503,0.014212585423168292
dataset-full/test/comp.os.ms-windows.misc/12171,0.005110958615824491,0.021366110862583772,0.6988756087292498,0.1143136591087099,0.021306134720161542,0.03193262109112798,0.008840386634467217,0.014397373331773863,0.008944620244803188,0.003977860998126653,0.0023224259679713666,0.017561174818235513,0.009426348796432543,0.00906650667222773,0.004995737538889343,0.012873612819228197,0.006979482647601477,0.0024887523249879097,0.003580579657317871,0.001640044420285827
dataset-full/test/rec.sport.hockey/15471,6.432249356532126e-05,0.00017989550246727039,0.00010586201327739742,0.00012487873331442254,0.00013275318610085895,9.317986926473162e-05,0.0002799252782402309,0.00016566767393504222,0.00016140672261313364,0.0016810031880857383,0.9956641215005231,9.317932560701696e-05,0.00038177545248524496,0.00012058249889984997,0.00024163401751535742,0.00011271846988788614,0.0001393109076126264,7.822203863192344e-05,0.00012360915440979287,5.595197355680091e-05
dataset-full/test/comp.sys.ibm.pc.hardware/12800,0.010415815201009603,0.018654935345299287,0.02287219114553612,0.19949690356437377,0.20494638225657608,0.013313342174781945,0.02671370913192254,0.04779249475338357,0.03494216556188243,0.03478777709408463,0.02463598823330839,0.037453397073723374,0.19640740469877485,0.024910885010041267,0.02841809709543404,0.02138941167790196,0.02370501831206109,0.010688687674585442,0.013958248182322414,0.004497145812991698
