id,alt.atheism,comp.graphics,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,comp.sys.mac.hardware,comp.windows.x,misc.forsale,rec.autos,rec.motorcycles,rec.sport.baseball,rec.sport.hockey,sci.crypt,sci.electronics,sci.med,sci.space,soc.religion.christian,talk.politics.guns,talk.politics.mideast,talk.politics.misc,talk.religion.misc
dataset-full/test/sci.electronics/16235,0.0,0.07640258801776305,0.0,0.1948449763009618,0.16054144234179432,0.055883983125031074,0.043552522417985816,0.0331077274723559,0.04864046326055212,0.019406995333651665,0.0,0.0,0.23859648700488745,0.0,0.05586304603946197,0.053689968837855026,0.0,0.0,0.01946979984769986,0.0
dataset-full/test/sci.electronics/16237,0.027519584191417416,0.008955567164221597,0.11351316511288757,0.06307485137513925,0.03808433677709171,0.15899538655906192,0.13929254317952522,0.0,0.0,0.0,0.0016429750000951742,0.05305027496225587,0.23067352238709013,0.029170963872629626,0.04305145375906153,0.0,0.08341854177775597,0.0,0.0,0.009556833881766954
dataset-full/test/sci.electronics/16347,0.0009958351085779396,0.031426933021506245,0.0,0.0,0.051591720182158254,0.042962530263209744,0.0,0.04842228677647685,0.0,0.0,0.0,0.0,0.6195507459110632,0.11512563392624199,0.03465256607786101,0.0,0.0,0.0,0.05527174873290486,0.0
dataset-full/test/talk.religion.misc/18656,0.16142020705578583,0.0,0.0,0.0,0.0,0.0,0.0,0.017590663776804023,0.012225773433601886,0.0,0.0,0.0,0.0,0.0,0.0,0.31863902765637386,0.0,0.027016933442470626,0.0,0.4631073946349638
dataset-full/test/sci.crypt/15592,0.0,0.08139870298073605,0.0359595162622677,0.0,0.0,0.056465746041233694,0.0,0.016749821168188257,0.05103308247799644,0.0,0.0,0.31804264138472177,0.005514598462302068,0.017716689205569743,0.022121081516600243,0.02157385949139997,0.2217261793566775,0.05578085934530658,0.09591722230699988,0.0
dataset-full/test/sci.electronics/16027,0.0,0.06505795701969823,0.0653667465408947,0.13667903080164928,0.05311445503339562,0.036782470198066027,0.17015871624581852,0.0,0.0033160629871521524,0.0036515220356598014,0.002619869541036255,0.011697063704514479,0.23640120184024985,0.037200899191177146,0.10289098944180719,0.0,0.017390046633489867,0.0,0.01696349791615843,0.04070947086923237
dataset-full/test/comp.windows.x/13395,0.0,0.038716333453041915,0.1620917150237892,0.01294760610797061,0.0,0.7519633738451229,0.0,0.0,0.0,0.0,0.0,0.0,0.028173859887437123,0.0013081128732861879,0.0,0.0,0.0,0.0,0.004798998809351988,0.0
dataset-full/test/comp.graphics/11735,0.0,0.5873557469532528,0.04823831488359893,0.0,0.07434687724350071,0.0801806301525735,0.08842032421119134,0.0,0.09155440118448895,0.0,0.0,0.0,0.02990370537139376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset-full/test/talk.politics.misc/18402,0.09108342322996305,0.007451336649234959,0.0,0.0,0.0,0.0,0.0,0.048970086955020795,0.013365767669584087,0.0,0.0,0.05156860729157269,0.038399811176117196,0.07612173424173276,0.048489815404242166,0.027329776170889476,0.2565438141832927,0.005102859496647456,0.3278222364097267,0.007750731121975962
dataset-full/test/talk.politics.guns/17842,0.0009820790766207304,0.0071605408460127555,0.0,0.03346475703659641,0.01692332247676257,0.0,0.0,0.04103752914859052,0.011437243920380024,0.0,0.03736056364463497,0.010089404281585678,0.0,0.015880199824041256,0.03372187139556857,0.0,0.7547979711255653,0.0,0.03714451722364122,0.0
